ticker,name,sector,sub_industry,index,first_seen,last_seen_in_index,status,dropped_on,security_type
ALRM,"Alarm.Com, Inc.",Financials,Application Software,S&P 600,2026-09-04,2026-09-25,active,,operating
ALRS,Alerus Financial Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ALSN,Allison Transmission,Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 400,2026-09-04,2026-09-25,active,,operating
ALT,"Altimmune, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ALTG,Alta Equipment Group Inc. Class A Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
ALTI,"AlTi Global, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ALTO,"Alto Ingredients, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ALUB,Alussa Energy Acquisition Corp. II Class A Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,spac
ALV,Autoliv,Consumer Discretionary,Automotive Parts & Equipment,S&P 400,2026-09-04,2026-09-25,active,,operating
ALVO,Alvotech - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ALX,"Alexander's, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
ALXO,ALX Oncology Holdings Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
AM,Antero Midstream,Energy,Oil & Gas Storage & Transportation,S&P 400,2026-09-04,2026-09-25,active,,operating
AMAC,AMR Resources Acquisition Corp - Class A Ordinary Shares,,,Nasdaq,2026-09-08,2026-09-25,active,,spac
AMAL,Amalgamated Financial Corp. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
AMAN,Amanat Acquisition Corp - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
AMAT,Applied Materials,Information Technology,Semiconductor Materials & Equipment,S&P 500,2026-09-04,2026-09-25,active,,operating
AMBA,"Ambarella, Inc. - Ordinary Shares",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),,,NYSE American,2026-09-04,2026-09-25,active,,operating
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
AMBQ,"Ambiq Micro, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
AMCI,AMC Robotics Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,S&P 500,2026-09-04,2026-09-25,active,,operating
AMCX,AMC Global Media Inc. - Class A Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
AMD,Advanced Micro Devices,Information Technology,Semiconductors,S&P 500,2026-09-04,2026-09-25,active,,operating
AME,Ametek,Industrials,Electrical Components & Equipment,S&P 500,2026-09-04,2026-09-25,active,,operating
AMG,Affiliated Managers Group,Financials,Asset Management & Custody Banks,S&P 400,2026-09-04,2026-09-25,active,,operating
AMGN,Amgen,Health Care,Biotechnology,S&P 500,2026-09-04,2026-09-25,active,,operating
AMH,American Homes 4 Rent,Real Estate,Single-Family Residential REITs,S&P 400,2026-09-04,2026-09-25,active,,operating
AMIX,"Autonomix Medical, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
AMKR,Amkor Technology,Information Technology,Semiconductors,S&P 400,2026-09-04,2026-09-25,active,,operating
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
AMN,"Amn Healthcare Services, Inc.",Health Care,Health Care Services,S&P 600,2026-09-04,2026-09-25,active,,operating
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,S&P 500,2026-09-04,2026-09-25,active,,operating
AMPG,"Amplitech Group, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
AMPH,"Amphstar Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,S&P 600,2026-09-04,2026-09-25,active,,operating
AMPL,"Amplitude, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
AMPX,"Amprius Technologies, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
AMPY,Amplify Energy Corp. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
AMR,"Alpha Metallurgical Resources, Inc.",Materials,Steel,S&P 600,2026-09-04,2026-09-25,active,,operating
AMRC,"Ameresco, Inc. Class A Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
AMRX,Amneal Pharmaceuticals,Health Care,Pharmaceuticals,S&P 600,2026-09-04,2026-09-25,active,,operating
AMRZ,Amrize Ltd Ordinary Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
AMS,American Shared Hospital Services Common Stock,,,NYSE American,2026-09-04,2026-09-25,active,,operating
AMSC,American Superconductor Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
AMSF,"Amerisafe, Inc.",Financials,Property & Casualty Insurance,S&P 600,2026-09-04,2026-09-25,active,,operating
AMST,Amesite Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
AMT,American Tower,Real Estate,Telecom Tower REITs,S&P 500,2026-09-04,2026-09-25,active,,operating
AMTB,Amerant Bancorp Inc. Class A Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
AMTM,Amentum,Industrials,Diversified Support Services,S&P 600,2026-09-04,2026-09-25,active,,operating
AMTX,"Aemetis, Inc - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
AMWL,American Well Corporation Class A Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
AMZE,"Amaze Holdings, Inc. Common Stock",,,NYSE American,2026-09-04,2026-09-25,active,,operating
AMZN,Amazon,Consumer Discretionary,Broadline Retail,S&P 500,2026-09-04,2026-09-25,active,,operating
AN,AutoNation,Consumer Discretionary,Automotive Retail,S&P 400,2026-09-04,2026-09-25,active,,operating
ANAB,"AnaptysBio, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ANDE,"The Andersons, Inc.",Consumer Staples,Food Distributors,S&P 600,2026-09-04,2026-09-25,active,,operating
ANDG,Andersen Group Inc. Class A Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
ANET,Arista Networks,Information Technology,Communications Equipment,S&P 500,2026-09-04,2026-09-25,active,,operating
ANF,Abercrombie & Fitch,Consumer Discretionary,Apparel Retail,S&P 400,2026-09-04,2026-09-25,active,,operating
ANGH,Anghami Inc. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ANGI,Angi Inc. - Class A Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ANGO,"AngioDynamics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ANGX,"Angel Studios, Inc. Class A Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
ANIK,Anika Therapeutics Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ANIP,"ANI Pharmaceuticals, Inc.",Health Care,Pharmaceuticals,S&P 600,2026-09-04,2026-09-25,active,,operating
ANIX,"Anixa Biosciences, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ANNA,"AleAnna, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ANNX,"Annexon, Inc. - common stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ANRO,"Alto Neuroscience, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ANTX,"AN2 Therapeutics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ANVS,"Annovis Bio, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
ANY,Sphere 3D Corp. - Common Shares,,,Nasdaq,2026-09-04,2026-09-16,dropped,2026-09-16,operating
AOMD,"Angel Oak Mortgage REIT, Inc. 9.750% Senior Notes due 2030",,,NYSE,2026-09-04,2026-09-25,active,,debt
AOMN,"Angel Oak Mortgage REIT, Inc. 9.500% Senior Notes due 2029",,,NYSE,2026-09-04,2026-09-25,active,,debt
AOMR,"Angel Oak Mortgage REIT, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
AON,Aon plc,Financials,Insurance Brokers,S&P 500,2026-09-04,2026-09-25,active,,operating
AORT,Artivion,Health Care,Health Care Equipment,S&P 600,2026-09-04,2026-09-25,active,,operating
AOS,A. O. Smith,Industrials,Building Products,S&P 500,2026-09-04,2026-09-25,active,,operating
AOSL,"Alpha and Omega Semiconductor, Ltd.",Information Technology,Semiconductors,S&P 600,2026-09-04,2026-09-25,active,,operating
AOUT,"American Outdoor Brands, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
AP,Ampco-Pittsburgh Corporation Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,S&P 500,2026-09-04,2026-09-25,active,,operating
APAC,StoneBridge Acquisition II Corporation - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
APAM,"Artisan Partners Asset Management, Inc.",Financials,Asset Management & Custody Banks,S&P 600,2026-09-04,2026-09-25,active,,operating
APC,ARKO Petroleum Corp. - Class A Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
APD,Air Products,Materials,Industrial Gases,S&P 500,2026-09-04,2026-09-25,active,,operating
APEI,"American Public Education, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
APG,APi Group,Industrials,Construction & Engineering,S&P 400,2026-09-04,2026-09-25,active,,operating
APH,Amphenol,Information Technology,Electronic Components,S&P 500,2026-09-04,2026-09-25,active,,operating
API,"Agora, Inc. - ADS",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
APLD,Applied Digital Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
APLE,"Apple Hospitality REIT, Inc.",Real Estate,Hotel & Resort REITs,S&P 600,2026-09-04,2026-09-25,active,,operating
APLM,Apollomics Inc. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
APMC,AmperCap Acquisition Company - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
APMD,"Apnimed, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
APO,Apollo Global Management,Financials,Asset Management & Custody Banks,S&P 500,2026-09-04,2026-09-25,active,,operating
APOG,"Apogee Enterprises, Inc.",Industrials,Building Products,S&P 600,2026-09-04,2026-09-25,active,,operating
APOS,"Apollo Global Management, Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053",,,NYSE,2026-09-04,2026-09-25,active,,debt
APP,AppLovin,Communication Services,Advertising,S&P 500,2026-09-04,2026-09-25,active,,operating
APPF,AppFolio,Information Technology,Application Software,S&P 400,2026-09-04,2026-09-25,active,,operating
APPN,Appian Corporation - Class A Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
APPS,"Digital Turbine, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
APT,"Alpha Pro Tech, Ltd. Common Stock",,,NYSE American,2026-09-04,2026-09-25,active,,operating
APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,S&P 500,2026-09-04,2026-09-25,active,,operating
APUR,Aperture AC - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
APUS,"Apimeds Pharmaceuticals US, Inc. Common Stock",,,NYSE American,2026-09-04,2026-09-25,active,,operating
APVO,Aptevo Therapeutics Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
APWC,"Asia Pacific Wire & Cable Corporation Limited  - Common shares, Par value .01 per share",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
APXT,Apex Treasury Corporation - Class A Ordinary Share,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
APYX,Apyx Medical Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
AQB,"AquaBounty Technologies, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
AQMS,"Aqua Metals, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
AQN,Algonquin Power & Utilities Corp. Common Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
AQNB,"Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1, 2079",,,NYSE,2026-09-04,2026-09-25,active,,debt
AQST,"Aquestive Therapeutics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
AR,Antero Resources,Energy,Oil & Gas Exploration & Production,S&P 400,2026-09-04,2026-09-25,active,,operating
ARBB,ARB IOT Group Limited - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ARCB,ArcBest Corp.,Industrials,Cargo Ground Transportation,S&P 600,2026-09-04,2026-09-25,active,,operating
ARCC,Ares Capital Corporation - Closed End Fund,,,Nasdaq,2026-09-04,2026-09-25,active,,bdc
ARCI,Archimedes Tech SPAC Partners III Co. - Ordinary Share,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
ARCL,ARC Group Acquisition I Corp - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
ARCO,Arcos Dorados Holdings Inc. Class A Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
ARCT,Arcturus Therapeutics Holdings Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ARDC,"Ares Dynamic Credit Allocation Fund, Inc. Common Shares",,,NYSE,2026-09-04,2026-09-25,active,,cef
ARDT,"Ardent Health, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
ARDX,"Ardelyx, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,S&P 500,2026-09-04,2026-09-25,active,,operating
ARES,Ares Management,Financials,Asset Management & Custody Banks,S&P 500,2026-09-04,2026-09-25,active,,operating
ARHS,"Arhaus, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ARI,"Apollo Commercial Real Estate Finance, Inc",,,NYSE,2026-09-04,2026-09-25,active,,operating
ARIS,Aris Mining Corporation Common Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
ARKO,ARKO Corp. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ARKR,Ark Restaurants Corp. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ARL,"American Realty Investors, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
ARLO,Arlo Technologies,Information Technology,Communications Equipment,S&P 600,2026-09-04,2026-09-25,active,,operating
ARLP,"Alliance Resource Partners, L.P. - Common Units Representing Limited Partnership Interests",,,Nasdaq,2026-09-04,2026-09-25,active,,lp
ARMK,Aramark,Consumer Discretionary,Distributors,S&P 400,2026-09-04,2026-09-25,active,,operating
ARMP,"Armata Pharmaceuticals, Inc. Common Stock",,,NYSE American,2026-09-04,2026-09-25,active,,operating
AROC,"Archrock, Inc.",Energy,Oil & Gas Equipment & Services,S&P 600,2026-09-04,2026-09-25,active,,operating
AROW,Arrow Financial Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ARQ,"Arq, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ARQQ,Arqit Quantum Inc. - Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ARQT,"Arcutis Biotherapeutics, Inc. - Common stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ARR,Armour Residential REIT,Real Estate,Mortgage REITs,S&P 600,2026-09-04,2026-09-25,active,,operating
ARRY,"Array Technologies, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ARTC,Art Technology Acquisition Corp. - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,spac
ARTL,"Artelo Biosciences, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ARTNA,Artesian Resources Corporation - Class A Non-Voting Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ARTV,"Artiva Biotherapeutics, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ARTW,"Art's-Way Manufacturing Co., Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ARVN,"Arvinas, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ARW,Arrow Electronics,Information Technology,Technology Distributors,S&P 400,2026-09-04,2026-09-25,active,,operating
ARWR,Arrowhead Pharmaceuticals,Health Care,Biotechnology,S&P 400,2026-09-04,2026-09-25,active,,operating
ARX,Accelerant Holdings Class A Common Shares,,,NYSE,2026-09-04,2026-09-25,active,,operating
ARXS,"Arxis, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
AS,"Amer Sports, Inc. Ordinary Shares",,,NYSE,2026-09-04,2026-09-25,active,,operating
ASA,ASA  Gold and Precious Metals Limited,,,NYSE,2026-09-04,2026-09-25,active,,cef
ASAN,"Asana, Inc. Class A Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
ASB,Associated Bank,Financials,Regional Banks,S&P 400,2026-09-04,2026-09-25,active,,operating
ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,,,NYSE,2026-09-04,2026-09-25,active,,debt
ASBH,"American Savings Bank, N.A. Common Stock",,,NYSE,2026-09-16,2026-09-25,active,,operating
ASBP,"Aspire-Lakewood Holdings, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ASC,Ardmore Shipping Corporation Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
ASG,"Liberty All-Star Growth Fund, Inc.",,,NYSE,2026-09-04,2026-09-25,active,,cef
ASH,Ashland Global,Materials,Diversified Chemicals,S&P 400,2026-09-04,2026-09-25,active,,operating
ASIC,Ategrity Specialty Insurance Company Holdings Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
ASIX,AdvanSix Inc. Common Stock,,,NYSE,2026-09-04,2026-09-25,active,,operating
ASLE,AerSale Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada),,,NYSE American,2026-09-04,2026-09-25,active,,operating
ASMB,"Assembly Biosciences, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ASML,ASML Holding N.V. - New York Registry Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ASND,Ascendis Pharma A/S - Ordinary Share,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ASO,Academy Sports + Outdoors,Consumer Discretionary,Specialty Stores,S&P 600,2026-09-04,2026-09-25,active,,operating
ASPI,ASP Isotopes Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ASPN,"Aspen Aerogels, Inc. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
ASPS,Altisource Portfolio Solutions S.A. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",,,NYSE,2026-09-04,2026-09-25,active,,operating
ASRV,AmeriServ Financial Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ASST,"Strive, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ASTC,Astrotech Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ASTE,"Astec Industries, Inc.",Industrials,Construction Machinery & Heavy Transportation Equipment,S&P 600,2026-09-04,2026-09-25,active,,operating
ASTH,"Astrana Health, Inc.",Health Care,Health Care Facilities,S&P 600,2026-09-04,2026-09-25,active,,operating
ASTI,"Ascent Solar Technologies, Inc - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ASTL,Algoma Steel Group Inc. - Common Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ASTS,"AST SpaceMobile, Inc. - Class A Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ASUR,Asure Software Inc - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ASYS,"Amtech Systems, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ATAI,AtaiBeckley Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-13,dropped,2026-09-13,operating
ATCH,"AtlasClear Holdings, Inc. Common Stock",,,NYSE American,2026-09-04,2026-09-25,active,,operating
ATCX,Atlas Critical Minerals Corporation - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ATEC,"Alphatec Holdings, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ATEN,"A10 Networks, Inc.",Information Technology,Systems Software,S&P 600,2026-09-04,2026-09-25,active,,operating
ATER,"Aterian, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-10,dropped,2026-09-10,operating
ATEX,Anterix Inc. - Common Stock,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ATGL,Alpha Technology Group Limited - Class A Ordinary Shares,,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ATHR,"Aether Holdings, Inc. - Common Stock",,,Nasdaq,2026-09-04,2026-09-25,active,,operating
ATHS,Athene Holding Ltd. 7.250% Fixed-Rate Reset Junior Subordinated Debentures due 2064,,,NYSE,2026-09-04,2026-09-25,active,,debt
